,Adipose Tissue,Adrenal Gland,Bladder,Blood,Blood Vessel,Bone Marrow,Brain,Breast,Cervix Uteri,Colon,Esophagus,Fallopian Tube,Heart,Kidney,Liver,Lung,Muscle,Nerve,Ovary,Pancreas,Pituitary,Prostate,Salivary Gland,Skin,Small Intestine,Spleen,Stomach,Testis,Thyroid,Uterus,Vagina
1533,,,,GTEX-12C56-0002-SM-5S2PC,,,,,,,,,,,,,,,,,,,,,,,,,,,
1534,,,,GTEX-12C56-0003-SM-5DU56,,,,,,,,,,,,,,,,,,,,,,,,,,,
1535,,,,GTEX-12C56-0003-SM-7DRPT,,,,,,,,,,,,,,,,,,,,,,,,,,,
1536,,,,GTEX-12C56-0006-SM-5N9E9,,,,,,,,,,,,,,,,,,,,,,,,,,,
1553,,,,GTEX-12KS4-0003-SM-5ANGF,,,,,,,,,,,,,,,,,,,,,,,,,,,
1554,,,,GTEX-12KS4-0003-SM-5DWRE,,,,,,,,,,,,,,,,,,,,,,,,,,,
1555,,,,GTEX-12KS4-0003-SM-7DRPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
1556,,,,GTEX-12KS4-0005-SM-5SI94,,,,,,,,,,,,,,,,,,,,,,,,,,,
1572,,,,GTEX-12WS9-0001-SM-5DU63,,,,,,,,,,,,,,,,,,,,,,,,,,,
1573,,,,GTEX-12WS9-0001-SM-7DRQ3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1574,,,,GTEX-12WS9-0006-SM-5O99W,,,,,,,,,,,,,,,,,,,,,,,,,,,
1595,,,,GTEX-12WSA-0001-SM-5ANGH,,,,,,,,,,,,,,,,,,,,,,,,,,,
1596,,,,GTEX-12WSA-0001-SM-5DWRG,,,,,,,,,,,,,,,,,,,,,,,,,,,
1597,,,,GTEX-12WSA-0001-SM-7DRQ8,,,,,,,,,,,,,,,,,,,,,,,,,,,
1598,,,,GTEX-12WSA-0005-SM-5O9BM,,,,,,,,,,,,,,,,,,,,,,,,,,,
1618,,,,GTEX-12WSB-0001-SM-5DU3Y,,,,,,,,,,,,,,,,,,,,,,,,,,,
1619,,,,GTEX-12WSB-0001-SM-7DRQC,,,,,,,,,,,,,,,,,,,,,,,,,,,
1620,,,,GTEX-12WSB-0006-SM-5O998,,,,,,,,,,,,,,,,,,,,,,,,,,,
1638,,,,GTEX-12WSC-0001-SM-5ANGC,,,,,,,,,,,,,,,,,,,,,,,,,,,
1639,,,,GTEX-12WSC-0001-SM-5DWRP,,,,,,,,,,,,,,,,,,,,,,,,,,,
1640,,,,GTEX-12WSC-0005-SM-5MR3H,,,,,,,,,,,,,,,,,,,,,,,,,,,
1662,,,,GTEX-12WSD-0002-SM-5ANGA,,,,,,,,,,,,,,,,,,,,,,,,,,,
1663,,,,GTEX-12WSD-0002-SM-5DWRK,,,,,,,,,,,,,,,,,,,,,,,,,,,
1664,,,,GTEX-12WSD-0002-SM-6WSCG,,,,,,,,,,,,,,,,,,,,,,,,,,,
1665,,,,GTEX-12WSD-0005-SM-5N9FZ,,,,,,,,,,,,,,,,,,,,,,,,,,,
1704,,,,GTEX-12WSE-0002-SM-5ANG8,,,,,,,,,,,,,,,,,,,,,,,,,,,
1705,,,,GTEX-12WSE-0002-SM-5DWRT,,,,,,,,,,,,,,,,,,,,,,,,,,,
1706,,,,GTEX-12WSE-0002-SM-6WSCA,,,,,,,,,,,,,,,,,,,,,,,,,,,
1707,,,,GTEX-12WSE-0005-SM-5NQAE,,,,,,,,,,,,,,,,,,,,,,,,,,,
1723,,,,GTEX-12WSF-0002-SM-5DWRS,,,,,,,,,,,,,,,,,,,,,,,,,,,
1724,,,,GTEX-12WSF-0002-SM-5IX76,,,,,,,,,,,,,,,,,,,,,,,,,,,
1725,,,,GTEX-12WSF-0002-SM-6WSCI,,,,,,,,,,,,,,,,,,,,,,,,,,,
1726,,,,GTEX-12WSF-0005-SM-5NQAQ,,,,,,,,,,,,,,,,,,,,,,,,,,,
1745,,,,GTEX-12WSG-0001-SM-5ANGG,,,,,,,,,,,,,,,,,,,,,,,,,,,
1746,,,,GTEX-12WSG-0001-SM-5DWRF,,,,,,,,,,,,,,,,,,,,,,,,,,,
1747,,,,GTEX-12WSG-0001-SM-7DRPL,,,,,,,,,,,,,,,,,,,,,,,,,,,
1748,,,,GTEX-12WSG-0005-SM-5NQA2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1774,,,,GTEX-12WSH-0001-SM-5ANG1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1775,,,,GTEX-12WSH-0001-SM-5DWRM,,,,,,,,,,,,,,,,,,,,,,,,,,,
1776,,,,GTEX-12WSH-0001-SM-6WSBP,,,,,,,,,,,,,,,,,,,,,,,,,,,
1777,,,,GTEX-12WSH-0005-SM-5NQ9P,,,,,,,,,,,,,,,,,,,,,,,,,,,
1798,,,,GTEX-12WSI-0004-SM-5ANGP,,,,,,,,,,,,,,,,,,,,,,,,,,,
1799,,,,GTEX-12WSI-0004-SM-5DWRW,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,,,,GTEX-12WSI-0004-SM-6WSCD,,,,,,,,,,,,,,,,,,,,,,,,,,,
1801,,,,GTEX-12WSI-0005-SM-5O99K,,,,,,,,,,,,,,,,,,,,,,,,,,,
1810,,,,GTEX-12WSJ-0002-SM-5TDBV,,,,,,,,,,,,,,,,,,,,,,,,,,,
1811,,,,GTEX-12WSJ-0003-SM-5ANG5,,,,,,,,,,,,,,,,,,,,,,,,,,,
1812,,,,GTEX-12WSJ-0003-SM-5DWRN,,,,,,,,,,,,,,,,,,,,,,,,,,,
1813,,,,GTEX-12WSJ-0003-SM-6WSBN,,,,,,,,,,,,,,,,,,,,,,,,,,,
1814,,,,GTEX-12WSJ-0005-SM-5LU8S,,,,,,,,,,,,,,,,,,,,,,,,,,,
1830,,,,GTEX-12WSK-0003-SM-5ANG3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1831,,,,GTEX-12WSK-0003-SM-5DWRQ,,,,,,,,,,,,,,,,,,,,,,,,,,,
1832,,,,GTEX-12WSK-0003-SM-6WSBW,,,,,,,,,,,,,,,,,,,,,,,,,,,
1833,,,,GTEX-12WSK-0006-SM-5NQA1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1858,,,,GTEX-12WSL-0002-SM-664MF,,,,,,,,,,,,,,,,,,,,,,,,,,,
1859,,,,GTEX-12WSL-0003-SM-5ANFZ,,,,,,,,,,,,,,,,,,,,,,,,,,,
1860,,,,GTEX-12WSL-0003-SM-5DWRL,,,,,,,,,,,,,,,,,,,,,,,,,,,
1861,,,,GTEX-12WSL-0003-SM-6WSBO,,,,,,,,,,,,,,,,,,,,,,,,,,,
1862,,,,GTEX-12WSL-0005-SM-5NQAD,,,,,,,,,,,,,,,,,,,,,,,,,,,
1886,,,,GTEX-12WSM-0001-SM-5ANFP,,,,,,,,,,,,,,,,,,,,,,,,,,,
1887,,,,GTEX-12WSM-0001-SM-5DWS1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1888,,,,GTEX-12WSM-0001-SM-6WSBS,,,,,,,,,,,,,,,,,,,,,,,,,,,
1889,,,,GTEX-12WSM-0005-SM-5NQB3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1915,,,,GTEX-12WSN-0001-SM-664MG,,,,,,,,,,,,,,,,,,,,,,,,,,,
1916,,,,GTEX-12WSN-0004-SM-5ANGE,,,,,,,,,,,,,,,,,,,,,,,,,,,
1917,,,,GTEX-12WSN-0004-SM-5DWRZ,,,,,,,,,,,,,,,,,,,,,,,,,,,
1918,,,,GTEX-12WSN-0004-SM-6WSBR,,,,,,,,,,,,,,,,,,,,,,,,,,,
1919,,,,GTEX-12WSN-0006-SM-5NQAP,,,,,,,,,,,,,,,,,,,,,,,,,,,
1942,,,,GTEX-12ZZW-0003-SM-5ANGB,,,,,,,,,,,,,,,,,,,,,,,,,,,
1943,,,,GTEX-12ZZW-0003-SM-5DWRO,,,,,,,,,,,,,,,,,,,,,,,,,,,
1944,,,,GTEX-12ZZW-0003-SM-6WSBT,,,,,,,,,,,,,,,,,,,,,,,,,,,
1945,,,,GTEX-12ZZW-0005-SM-5O9BY,,,,,,,,,,,,,,,,,,,,,,,,,,,
1964,,,,GTEX-12ZZX-0001-SM-5ANG4,,,,,,,,,,,,,,,,,,,,,,,,,,,
1965,,,,GTEX-12ZZX-0001-SM-5DWRR,,,,,,,,,,,,,,,,,,,,,,,,,,,
1966,,,,GTEX-12ZZX-0001-SM-6WSBV,,,,,,,,,,,,,,,,,,,,,,,,,,,
1967,,,,GTEX-12ZZX-0005-SM-5O9A9,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,,,,GTEX-12ZZY-0004-SM-5ANFV,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,,,,GTEX-12ZZY-0004-SM-5DWRV,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,,,,GTEX-12ZZY-0004-SM-6WSCC,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,,,,GTEX-12ZZZ-0002-SM-5ANGD,,,,,,,,,,,,,,,,,,,,,,,,,,,
2027,,,,GTEX-12ZZZ-0002-SM-5DWRU,,,,,,,,,,,,,,,,,,,,,,,,,,,
2028,,,,GTEX-12ZZZ-0002-SM-6WSCB,,,,,,,,,,,,,,,,,,,,,,,,,,,
2050,,,,GTEX-13111-0002-SM-5TDBU,,,,,,,,,,,,,,,,,,,,,,,,,,,
2051,,,,GTEX-13111-0003-SM-5ANG9,,,,,,,,,,,,,,,,,,,,,,,,,,,
2052,,,,GTEX-13111-0003-SM-5DWRJ,,,,,,,,,,,,,,,,,,,,,,,,,,,
2053,,,,GTEX-13111-0003-SM-6WSCF,,,,,,,,,,,,,,,,,,,,,,,,,,,
2054,,,,GTEX-13111-0005-SM-5NQ7Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
2079,,,,GTEX-13112-0004-SM-5ANFX,,,,,,,,,,,,,,,,,,,,,,,,,,,
2080,,,,GTEX-13112-0004-SM-5DWRX,,,,,,,,,,,,,,,,,,,,,,,,,,,
2081,,,,GTEX-13112-0004-SM-6WSBQ,,,,,,,,,,,,,,,,,,,,,,,,,,,
2103,,,,GTEX-13113-0003-SM-5ANGI,,,,,,,,,,,,,,,,,,,,,,,,,,,
2104,,,,GTEX-13113-0003-SM-5DWRH,,,,,,,,,,,,,,,,,,,,,,,,,,,
2105,,,,GTEX-13113-0004-SM-DO3XJ,,,,,,,,,,,,,,,,,,,,,,,,,,,
2106,,,,GTEX-13113-0006-SM-5NQ7X,,,,,,,,,,,,,,,,,,,,,,,,,,,
2132,,,,GTEX-1313W-0004-SM-5DU5K,,,,,,,,,,,,,,,,,,,,,,,,,,,
2133,,,,GTEX-1313W-0004-SM-7DRP8,,,,,,,,,,,,,,,,,,,,,,,,,,,
2134,,,,GTEX-1313W-0006-SM-5O9B1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2163,,,,GTEX-1314G-0003-SM-5DU4J,,,,,,,,,,,,,,,,,,,,,,,,,,,
2164,,,,GTEX-1314G-0003-SM-7DRPN,,,,,,,,,,,,,,,,,,,,,,,,,,,
2165,,,,GTEX-1314G-0005-SM-5NQ9O,,,,,,,,,,,,,,,,,,,,,,,,,,,
2178,,,,GTEX-131XE-0004-SM-5GYA4,,,,,,,,,,,,,,,,,,,,,,,,,,,
2179,,,,GTEX-131XE-0004-SM-7DRP4,,,,,,,,,,,,,,,,,,,,,,,,,,,
2180,,,,GTEX-131XE-0006-SM-5P9F9,,,,,,,,,,,,,,,,,,,,,,,,,,,
2205,,,,GTEX-131XF-0004-SM-5DU3L,,,,,,,,,,,,,,,,,,,,,,,,,,,
2206,,,,GTEX-131XF-0004-SM-7DRPB,,,,,,,,,,,,,,,,,,,,,,,,,,,
2207,,,,GTEX-131XF-0006-SM-5P9HK,,,,,,,,,,,,,,,,,,,,,,,,,,,
2239,,,,GTEX-131XG-0003-SM-5DU5J,,,,,,,,,,,,,,,,,,,,,,,,,,,
2240,,,,GTEX-131XG-0003-SM-7DRPV,,,,,,,,,,,,,,,,,,,,,,,,,,,
2241,,,,GTEX-131XG-0006-SM-5O9CE,,,,,,,,,,,,,,,,,,,,,,,,,,,
2267,,,,GTEX-131XH-0003-SM-5DU5M,,,,,,,,,,,,,,,,,,,,,,,,,,,
2268,,,,GTEX-131XH-0003-SM-7DRPA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2269,,,,GTEX-131XH-0006-SM-5O98V,,,,,,,,,,,,,,,,,,,,,,,,,,,
2291,,,,GTEX-131XW-0002-SM-5GYA5,,,,,,,,,,,,,,,,,,,,,,,,,,,
2292,,,,GTEX-131XW-0002-SM-7DROR,,,,,,,,,,,,,,,,,,,,,,,,,,,
2293,,,,GTEX-131XW-0006-SM-5O9AO,,,,,,,,,,,,,,,,,,,,,,,,,,,
2311,,,,GTEX-131YS-0003-SM-5DU4F,,,,,,,,,,,,,,,,,,,,,,,,,,,
2312,,,,GTEX-131YS-0003-SM-7DRPE,,,,,,,,,,,,,,,,,,,,,,,,,,,
2313,,,,GTEX-131YS-0005-SM-5NQAS,,,,,,,,,,,,,,,,,,,,,,,,,,,
2346,,,,GTEX-132AR-0002-SM-5DU51,,,,,,,,,,,,,,,,,,,,,,,,,,,
2347,,,,GTEX-132AR-0006-SM-5NQ7N,,,,,,,,,,,,,,,,,,,,,,,,,,,
2373,,,,GTEX-132NY-0001-SM-5GYA3,,,,,,,,,,,,,,,,,,,,,,,,,,,
2374,,,,GTEX-132NY-0001-SM-7DRPZ,,,,,,,,,,,,,,,,,,,,,,,,,,,
2375,,,,GTEX-132NY-0005-SM-5O9AC,,,,,,,,,,,,,,,,,,,,,,,,,,,
2392,,,,GTEX-132Q8-0004-SM-5DU3I,,,,,,,,,,,,,,,,,,,,,,,,,,,
2393,,,,GTEX-132Q8-0004-SM-7DRQB,,,,,,,,,,,,,,,,,,,,,,,,,,,
2394,,,,GTEX-132Q8-0006-SM-5NQA4,,,,,,,,,,,,,,,,,,,,,,,,,,,
2412,,,,GTEX-132QS-0001-SM-62LDA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2413,,,,GTEX-132QS-0003-SM-5DU49,,,,,,,,,,,,,,,,,,,,,,,,,,,
2414,,,,GTEX-132QS-0003-SM-7DROZ,,,,,,,,,,,,,,,,,,,,,,,,,,,
2415,,,,GTEX-132QS-0005-SM-5LZXK,,,,,,,,,,,,,,,,,,,,,,,,,,,
2436,,,,GTEX-1339X-0004-SM-5HJQH,,,,,,,,,,,,,,,,,,,,,,,,,,,
2437,,,,GTEX-1339X-0005-SM-5O9CQ,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458,,,,GTEX-133LE-0001-SM-5ANGK,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459,,,,GTEX-133LE-0001-SM-5DWRY,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460,,,,GTEX-133LE-0001-SM-7DRPC,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479,,,,GTEX-1399Q-0004-SM-5ANGQ,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480,,,,GTEX-1399Q-0004-SM-5DWRI,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481,,,,GTEX-1399Q-0004-SM-7DRP9,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482,,,,GTEX-1399Q-0005-SM-5NQAG,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488,,,,GTEX-1399R-0002-SM-62LD9,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489,,,,GTEX-1399R-0003-SM-5HJRL_1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490,,,,GTEX-1399R-0006-SM-5N9FR,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519,,,,GTEX-1399S-0006-SM-5NQ7U,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548,,,,GTEX-1399T-0004-SM-5HJPS_1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2579,,,,GTEX-1399U-0004-SM-5HJQ5,,,,,,,,,,,,,,,,,,,,,,,,,,,
2580,,,,GTEX-1399U-0005-SM-5NQ8K,,,,,,,,,,,,,,,,,,,,,,,,,,,
2611,,,,GTEX-139D8-0001-SM-5GYBZ,,,,,,,,,,,,,,,,,,,,,,,,,,,
2612,,,,GTEX-139D8-0001-SM-7DROC,,,,,,,,,,,,,,,,,,,,,,,,,,,
2613,,,,GTEX-139D8-0006-SM-5LZX8,,,,,,,,,,,,,,,,,,,,,,,,,,,
2635,,,,GTEX-139T6-0004-SM-5HJQN,,,,,,,,,,,,,,,,,,,,,,,,,,,
2636,,,,GTEX-139T6-0006-SM-5LU92,,,,,,,,,,,,,,,,,,,,,,,,,,,
2657,,,,GTEX-139T8-0004-SM-5HJPE,,,,,,,,,,,,,,,,,,,,,,,,,,,
2658,,,,GTEX-139T8-0006-SM-5NQ6V,,,,,,,,,,,,,,,,,,,,,,,,,,,
2674,,,,GTEX-139TS-0003-SM-5HJR1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2675,,,,GTEX-139TS-0005-SM-5NQC1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2698,,,,GTEX-139TT-0004-SM-5DU4N,,,,,,,,,,,,,,,,,,,,,,,,,,,
2699,,,,GTEX-139TT-0004-SM-5HJQ1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2700,,,,GTEX-139TT-0004-SM-7DRNY,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701,,,,GTEX-139TT-0006-SM-5O9CG,,,,,,,,,,,,,,,,,,,,,,,,,,,
2718,,,,GTEX-139TU-0002-SM-5HJR5,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719,,,,GTEX-139TU-0006-SM-5LZVN,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736,,,,GTEX-139UC-0004-SM-5HJQ3,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737,,,,GTEX-139UC-0005-SM-5PNU7,,,,,,,,,,,,,,,,,,,,,,,,,,,
2755,,,,GTEX-139UW-0003-SM-5DU4H,,,,,,,,,,,,,,,,,,,,,,,,,,,
2756,,,,GTEX-139UW-0003-SM-5HJRP,,,,,,,,,,,,,,,,,,,,,,,,,,,
2757,,,,GTEX-139UW-0003-SM-6WSC8,,,,,,,,,,,,,,,,,,,,,,,,,,,
2758,,,,GTEX-139UW-0005-SM-5NQ8U,,,,,,,,,,,,,,,,,,,,,,,,,,,
2770,,,,GTEX-139YR-0004-SM-5DU3U,,,,,,,,,,,,,,,,,,,,,,,,,,,
2771,,,,GTEX-139YR-0004-SM-5HJRB,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772,,,,GTEX-139YR-0004-SM-6WSC7,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798,,,,GTEX-13CF2-0004-SM-5DU48,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799,,,,GTEX-13CF2-0004-SM-5HJPZ,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800,,,,GTEX-13CF2-0004-SM-6WSB1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801,,,,GTEX-13CF2-0006-SM-5O99L,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821,,,,GTEX-13CF3-0004-SM-5HJRC,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822,,,,GTEX-13CF3-0004-SM-5JVC6,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823,,,,GTEX-13CF3-0004-SM-6WSD5,,,,,,,,,,,,,,,,,,,,,,,,,,,
2824,,,,GTEX-13CF3-0006-SM-5N9ED,,,,,,,,,,,,,,,,,,,,,,,,,,,
2847,,,,GTEX-13CIG-0004-SM-5DU44,,,,,,,,,,,,,,,,,,,,,,,,,,,
2848,,,,GTEX-13CIG-0004-SM-5HJRO,,,,,,,,,,,,,,,,,,,,,,,,,,,
2849,,,,GTEX-13CIG-0004-SM-6WSC9,,,,,,,,,,,,,,,,,,,,,,,,,,,
2850,,,,GTEX-13CIG-0006-SM-5P9HF,,,,,,,,,,,,,,,,,,,,,,,,,,,
2855,,,,GTEX-13CZU-0003-SM-5DU3K,,,,,,,,,,,,,,,,,,,,,,,,,,,
2856,,,,GTEX-13CZU-0003-SM-5HJRM_1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2857,,,,GTEX-13CZU-0003-SM-6WSC3,,,,,,,,,,,,,,,,,,,,,,,,,,,
2858,,,,GTEX-13CZU-0005-SM-5LU8K,,,,,,,,,,,,,,,,,,,,,,,,,,,
2861,,,,GTEX-13CZV-0003-SM-5DU45,,,,,,,,,,,,,,,,,,,,,,,,,,,
2862,,,,GTEX-13CZV-0003-SM-5HJPB,,,,,,,,,,,,,,,,,,,,,,,,,,,
2863,,,,GTEX-13CZV-0003-SM-6WSB7,,,,,,,,,,,,,,,,,,,,,,,,,,,
2864,,,,GTEX-13CZV-0006-SM-5P9IN,,,,,,,,,,,,,,,,,,,,,,,,,,,
2874,,,,GTEX-13D11-0003-SM-5HJQR,,,,,,,,,,,,,,,,,,,,,,,,,,,
2875,,,,GTEX-13D11-0003-SM-5JVBH,,,,,,,,,,,,,,,,,,,,,,,,,,,
2876,,,,GTEX-13D11-0003-SM-6WSCK,,,,,,,,,,,,,,,,,,,,,,,,,,,
2904,,,,GTEX-13FH7-0004-SM-5DU3O,,,,,,,,,,,,,,,,,,,,,,,,,,,
2905,,,,GTEX-13FH7-0004-SM-5HJPL,,,,,,,,,,,,,,,,,,,,,,,,,,,
2906,,,,GTEX-13FH7-0004-SM-6WSB3,,,,,,,,,,,,,,,,,,,,,,,,,,,
2934,,,,GTEX-13FHO-0003-SM-5DU53,,,,,,,,,,,,,,,,,,,,,,,,,,,
2935,,,,GTEX-13FHO-0003-SM-5HJQE,,,,,,,,,,,,,,,,,,,,,,,,,,,
2936,,,,GTEX-13FHO-0003-SM-6WSAZ,,,,,,,,,,,,,,,,,,,,,,,,,,,
2966,,,,GTEX-13FHP-0004-SM-5DU3X,,,,,,,,,,,,,,,,,,,,,,,,,,,
2967,,,,GTEX-13FHP-0004-SM-5HJPM,,,,,,,,,,,,,,,,,,,,,,,,,,,
2968,,,,GTEX-13FHP-0004-SM-6WSAX,,,,,,,,,,,,,,,,,,,,,,,,,,,
2994,,,,GTEX-13FLV-0004-SM-5DU4T,,,,,,,,,,,,,,,,,,,,,,,,,,,
2995,,,,GTEX-13FLV-0004-SM-5HJRE,,,,,,,,,,,,,,,,,,,,,,,,,,,
2996,,,,GTEX-13FLV-0004-SM-6WSBZ,,,,,,,,,,,,,,,,,,,,,,,,,,,
3020,,,,GTEX-13FLW-0003-SM-5CV8N,,,,,,,,,,,,,,,,,,,,,,,,,,,
3021,,,,GTEX-13FLW-0003-SM-5HJRA,,,,,,,,,,,,,,,,,,,,,,,,,,,
3022,,,,GTEX-13FLW-0003-SM-6WSC2,,,,,,,,,,,,,,,,,,,,,,,,,,,
3034,,,,GTEX-13FTW-0003-SM-5CV8M,,,,,,,,,,,,,,,,,,,,,,,,,,,
3035,,,,GTEX-13FTW-0003-SM-5HJRT,,,,,,,,,,,,,,,,,,,,,,,,,,,
3036,,,,GTEX-13FTW-0003-SM-6WSBY,,,,,,,,,,,,,,,,,,,,,,,,,,,
3037,,,,GTEX-13FTW-0005-SM-5LZVZ,,,,,,,,,,,,,,,,,,,,,,,,,,,
3065,,,,GTEX-13FTX-0004-SM-5CV8K,,,,,,,,,,,,,,,,,,,,,,,,,,,
3066,,,,GTEX-13FTX-0004-SM-5HJQL,,,,,,,,,,,,,,,,,,,,,,,,,,,
3067,,,,GTEX-13FTX-0004-SM-6WSC4,,,,,,,,,,,,,,,,,,,,,,,,,,,
3068,,,,GTEX-13FTX-0005-SM-5N9F6,,,,,,,,,,,,,,,,,,,,,,,,,,,
3083,,,,GTEX-13FTY-0004-SM-5DU5P,,,,,,,,,,,,,,,,,,,,,,,,,,,
3084,,,,GTEX-13FTY-0004-SM-5HJQG,,,,,,,,,,,,,,,,,,,,,,,,,,,
3085,,,,GTEX-13FTY-0004-SM-6WSBL,,,,,,,,,,,,,,,,,,,,,,,,,,,
3086,,,,GTEX-13FTY-0005-SM-5NQ78,,,,,,,,,,,,,,,,,,,,,,,,,,,
3100,,,,GTEX-13FTZ-0004-SM-5DU3W,,,,,,,,,,,,,,,,,,,,,,,,,,,
3101,,,,GTEX-13FTZ-0004-SM-5HJPA,,,,,,,,,,,,,,,,,,,,,,,,,,,
3102,,,,GTEX-13FTZ-0004-SM-6WSAY,,,,,,,,,,,,,,,,,,,,,,,,,,,
3103,,,,GTEX-13FTZ-0005-SM-5NQ9N,,,,,,,,,,,,,,,,,,,,,,,,,,,
3114,,,,GTEX-13FXS-0004-SM-5DU61,,,,,,,,,,,,,,,,,,,,,,,,,,,
3115,,,,GTEX-13FXS-0004-SM-5HJPR,,,,,,,,,,,,,,,,,,,,,,,,,,,
3116,,,,GTEX-13FXS-0004-SM-6WSB8,,,,,,,,,,,,,,,,,,,,,,,,,,,
3117,,,,GTEX-13FXS-0006-SM-5O99X,,,,,,,,,,,,,,,,,,,,,,,,,,,
3138,,,,GTEX-13G51-0004-SM-5CV8L,,,,,,,,,,,,,,,,,,,,,,,,,,,
3139,,,,GTEX-13G51-0004-SM-5HJPG,,,,,,,,,,,,,,,,,,,,,,,,,,,
3140,,,,GTEX-13G51-0004-SM-6WSBK,,,,,,,,,,,,,,,,,,,,,,,,,,,
3141,,,,GTEX-13G51-0005-SM-5N9EP,,,,,,,,,,,,,,,,,,,,,,,,,,,
3173,,,,GTEX-13IVO-0004-SM-5DU54,,,,,,,,,,,,,,,,,,,,,,,,,,,
3174,,,,GTEX-13IVO-0004-SM-5HJQQ,,,,,,,,,,,,,,,,,,,,,,,,,,,
3175,,,,GTEX-13IVO-0004-SM-6WSBI,,,,,,,,,,,,,,,,,,,,,,,,,,,
3193,,,,GTEX-13JUV-0001-SM-5DU62,,,,,,,,,,,,,,,,,,,,,,,,,,,
3194,,,,GTEX-13JUV-0001-SM-5HJPQ,,,,,,,,,,,,,,,,,,,,,,,,,,,
3195,,,,GTEX-13JUV-0001-SM-6WSB6,,,,,,,,,,,,,,,,,,,,,,,,,,,
3196,,,,GTEX-13JUV-0006-SM-5NQ97,,,,,,,,,,,,,,,,,,,,,,,,,,,
3218,,,,GTEX-13JVG-0003-SM-5DU67,,,,,,,,,,,,,,,,,,,,,,,,,,,
3219,,,,GTEX-13JVG-0003-SM-5HJQ2,,,,,,,,,,,,,,,,,,,,,,,,,,,
3220,,,,GTEX-13JVG-0003-SM-6WSBH,,,,,,,,,,,,,,,,,,,,,,,,,,,
3244,,,,GTEX-13N11-0003-SM-5HJQF,,,,,,,,,,,,,,,,,,,,,,,,,,,
3245,,,,GTEX-13N11-0003-SM-5JVB5,,,,,,,,,,,,,,,,,,,,,,,,,,,
3246,,,,GTEX-13N11-0003-SM-6WSCJ,,,,,,,,,,,,,,,,,,,,,,,,,,,
3269,,,,GTEX-13N1W-0002-SM-5DU4S,,,,,,,,,,,,,,,,,,,,,,,,,,,
3270,,,,GTEX-13N1W-0002-SM-5HJR2,,,,,,,,,,,,,,,,,,,,,,,,,,,
3271,,,,GTEX-13N1W-0002-SM-DO3XO,,,,,,,,,,,,,,,,,,,,,,,,,,,
3298,,,,GTEX-13N2G-0001-SM-5DU64,,,,,,,,,,,,,,,,,,,,,,,,,,,
3299,,,,GTEX-13N2G-0001-SM-5HJQA,,,,,,,,,,,,,,,,,,,,,,,,,,,
3300,,,,GTEX-13N2G-0001-SM-6WSC5,,,,,,,,,,,,,,,,,,,,,,,,,,,
3337,,,,GTEX-13NYB-0004-SM-5DU4R,,,,,,,,,,,,,,,,,,,,,,,,,,,
